id, timestamp, demand
1331717, 2024-02-01 00:00:47, 28486
1331718, 2024-02-01 00:06:31, 27986
1331719, 2024-02-01 00:10:41, 28583
1331720, 2024-02-01 00:16:03, 28517
1331721, 2024-02-01 00:20:40, 28887
1331722, 2024-02-01 00:25:42, 28746
1331723, 2024-02-01 00:30:52, 28654
1331724, 2024-02-01 00:35:39, 28674
1331725, 2024-02-01 00:40:42, 28806
1331726, 2024-02-01 00:45:45, 28827
1331727, 2024-02-01 00:50:50, 28902
1331728, 2024-02-01 00:55:39, 28895
1331729, 2024-02-01 01:01:04, 28738
1331730, 2024-02-01 01:06:16, 28624
1331731, 2024-02-01 01:10:51, 28578
1331732, 2024-02-01 01:15:41, 28440
1331733, 2024-02-01 01:20:42, 28368
1331734, 2024-02-01 01:25:45, 28351
1331735, 2024-02-01 01:30:49, 28274
1331736, 2024-02-01 01:35:45, 28264
1331737, 2024-02-01 01:40:42, 28248
1331738, 2024-02-01 01:45:46, 28269
1331739, 2024-02-01 01:51:16, 28302
1331740, 2024-02-01 01:55:39, 28221
1331741, 2024-02-01 02:00:42, 28082
1331742, 2024-02-01 02:06:03, 27838
1331743, 2024-02-01 02:10:42, 27501
1331744, 2024-02-01 02:15:46, 27506
1331745, 2024-02-01 02:20:42, 27585
1331746, 2024-02-01 02:25:45, 27617
1331747, 2024-02-01 02:30:39, 27599
1331748, 2024-02-01 02:35:47, 27553
1331749, 2024-02-01 02:40:42, 27600
1331750, 2024-02-01 02:45:49, 27580
1331751, 2024-02-01 02:50:45, 27512
1331752, 2024-02-01 02:55:42, 27477
1331753, 2024-02-01 03:00:57, 27322
1331754, 2024-02-01 03:06:34, 27322
1331755, 2024-02-01 03:10:53, 27009
1331756, 2024-02-01 03:15:38, 26935
1331757, 2024-02-01 03:20:49, 26814
1331758, 2024-02-01 03:25:45, 26772
1331759, 2024-02-01 03:30:43, 26711
1331760, 2024-02-01 03:35:43, 26643
1331761, 2024-02-01 03:40:44, 26441
1331762, 2024-02-01 03:45:41, 26337
1331763, 2024-02-01 03:50:56, 26266
1331764, 2024-02-01 03:55:41, 26147
1331765, 2024-02-01 04:01:08, 26085
1331766, 2024-02-01 04:06:34, 26085
1331767, 2024-02-01 04:10:51, 25524
1331768, 2024-02-01 04:15:39, 25304
1331769, 2024-02-01 04:20:43, 25347
1331770, 2024-02-01 04:25:40, 25418
1331771, 2024-02-01 04:30:52, 25431
1331772, 2024-02-01 04:35:46, 25512
1331773, 2024-02-01 04:40:42, 25560
1331774, 2024-02-01 04:45:42, 25538
1331775, 2024-02-01 04:51:12, 25426
1331776, 2024-02-01 04:55:50, 25331
1331777, 2024-02-01 05:01:16, 25138
1331778, 2024-02-01 05:06:39, 25138
1331779, 2024-02-01 05:11:20, 25193
1331780, 2024-02-01 05:15:54, 25583
1331781, 2024-02-01 05:20:40, 25721
1331782, 2024-02-01 05:25:45, 25871
1331783, 2024-02-01 05:30:41, 26024
1331784, 2024-02-01 05:35:49, 26220
1331785, 2024-02-01 05:40:50, 26539
1331786, 2024-02-01 05:45:43, 26767
1331787, 2024-02-01 05:50:57, 26927
1331788, 2024-02-01 05:55:38, 27080
1331789, 2024-02-01 06:01:15, 27327
1331790, 2024-02-01 06:06:38, 27327
1331791, 2024-02-01 06:10:49, 28105
1331792, 2024-02-01 06:16:05, 28846
1331793, 2024-02-01 06:20:50, 29370
1331794, 2024-02-01 06:25:43, 29836
1331795, 2024-02-01 06:30:39, 30324
1331796, 2024-02-01 06:35:55, 31088
1331797, 2024-02-01 06:41:05, 31526
1331798, 2024-02-01 06:45:40, 31856
1331799, 2024-02-01 06:50:40, 32437
1331800, 2024-02-01 06:55:52, 33047
1331801, 2024-02-01 07:00:52, 33586
1331802, 2024-02-01 07:06:40, 33586
1331803, 2024-02-01 07:10:51, 34339
1331804, 2024-02-01 07:15:48, 35023
1331805, 2024-02-01 07:21:07, 35592
1331806, 2024-02-01 07:25:40, 35893
1331807, 2024-02-01 07:30:59, 36214
1331808, 2024-02-01 07:36:00, 36444
1331809, 2024-02-01 07:40:54, 35592
1331810, 2024-02-01 07:45:42, 36251
1331811, 2024-02-01 07:51:12, 36471
1331812, 2024-02-01 07:55:39, 36690
1331813, 2024-02-01 08:01:23, 36840
1331814, 2024-02-01 08:06:00, 36897
1331815, 2024-02-01 08:11:46, 36897
1331816, 2024-02-01 08:16:33, 36897
1331817, 2024-02-01 08:20:50, 37747
1331818, 2024-02-01 08:26:34, 38081
1331819, 2024-02-01 08:30:44, 38047
1331820, 2024-02-01 08:35:55, 38131
1331821, 2024-02-01 08:40:57, 37932
1331822, 2024-02-01 08:46:00, 38034
1331823, 2024-02-01 08:50:55, 38062
1331824, 2024-02-01 08:55:48, 38062
1331825, 2024-02-01 09:01:06, 37877
1331826, 2024-02-01 09:05:55, 37886
1331827, 2024-02-01 09:11:55, 37886
1331828, 2024-02-01 09:16:41, 38456
1331829, 2024-02-01 09:20:53, 38456
1331830, 2024-02-01 09:25:51, 38335
1331831, 2024-02-01 09:30:42, 38206
1331832, 2024-02-01 09:35:45, 38025
1331833, 2024-02-01 09:40:52, 37849
1331834, 2024-02-01 09:46:03, 37835
1331835, 2024-02-01 09:50:48, 37728
1331836, 2024-02-01 09:55:43, 37536
1331837, 2024-02-01 10:01:13, 37461
1331838, 2024-02-01 10:06:19, 37285
1331839, 2024-02-01 10:11:44, 37285
1331840, 2024-02-01 10:15:44, 37036
1331841, 2024-02-01 10:20:52, 37032
1331842, 2024-02-01 10:25:52, 36820
1331843, 2024-02-01 10:31:07, 36546
1331844, 2024-02-01 10:35:39, 36219
1331845, 2024-02-01 10:41:03, 36023
1331846, 2024-02-01 10:45:45, 35897
1331847, 2024-02-01 10:50:44, 35795
1331848, 2024-02-01 10:55:55, 36546
1331849, 2024-02-01 11:00:45, 36546
1331850, 2024-02-01 11:05:43, 36546
1331851, 2024-02-01 11:12:02, 36546
1331852, 2024-02-01 11:15:40, 35434
1331853, 2024-02-01 11:21:00, 35371
1331854, 2024-02-01 11:26:42, 35418
1331855, 2024-02-01 11:30:51, 35371
1331856, 2024-02-01 11:35:41, 35371
1331857, 2024-02-01 11:41:31, 35371
1331858, 2024-02-01 11:45:52, 35101
1331859, 2024-02-01 11:53:04, 35101
1331860, 2024-02-01 11:55:44, 35089
1331861, 2024-02-01 12:00:42, 34923
1331862, 2024-02-01 12:06:19, 34820
1331863, 2024-02-01 12:12:36, 34820
1331864, 2024-02-01 12:16:05, 0
1331865, 2024-02-01 12:20:53, 0
1331866, 2024-02-01 12:25:43, 34437
1331867, 2024-02-01 12:30:54, 34683
1331868, 2024-02-01 12:36:00, 34790
1331869, 2024-02-01 12:40:52, 34831
1331870, 2024-02-01 12:45:49, 34758
1331871, 2024-02-01 12:50:51, 34685
1331872, 2024-02-01 12:55:40, 34670
1331873, 2024-02-01 13:00:45, 34670
1331874, 2024-02-01 13:06:16, 34610
1331875, 2024-02-01 13:11:52, 34610
1331876, 2024-02-01 13:16:13, 34443
1331877, 2024-02-01 13:20:44, 34256
1331878, 2024-02-01 13:25:45, 34082
1331879, 2024-02-01 13:30:45, 33942
1331880, 2024-02-01 13:35:51, 33842
1331881, 2024-02-01 13:40:46, 33819
1331882, 2024-02-01 13:45:48, 33907
1331883, 2024-02-01 13:50:49, 34050
1331884, 2024-02-01 13:55:50, 34022
1331885, 2024-02-01 14:00:50, 33979
1331886, 2024-02-01 14:06:05, 34051
1331887, 2024-02-01 14:10:44, 34250
1331888, 2024-02-01 14:16:00, 34466
1331889, 2024-02-01 14:21:53, 34466
1331890, 2024-02-01 14:26:13, 34587
1331891, 2024-02-01 14:31:02, 34703
1331892, 2024-02-01 14:35:52, 34656
1331893, 2024-02-01 14:41:01, 34656
1331894, 2024-02-01 14:45:51, 34656
1331895, 2024-02-01 14:51:04, 34757
1331896, 2024-02-01 14:55:46, 34671
1331897, 2024-02-01 15:01:10, 34916
1331898, 2024-02-01 15:06:39, 34924
1331899, 2024-02-01 15:11:52, 34924
1331900, 2024-02-01 15:16:14, 34671
1331901, 2024-02-01 15:21:50, 34671
1331902, 2024-02-01 15:26:50, 34671
1331903, 2024-02-01 15:31:17, 35746
1331904, 2024-02-01 15:36:05, 35987
1331905, 2024-02-01 15:40:43, 36404
1331906, 2024-02-01 15:45:46, 36404
1331907, 2024-02-01 15:50:47, 37162
1331908, 2024-02-01 15:56:43, 37162
1331909, 2024-02-01 16:00:53, 37661
1331910, 2024-02-01 16:05:43, 37871
1331911, 2024-02-01 16:11:51, 37871
1331912, 2024-02-01 16:16:42, 37871
1331913, 2024-02-01 16:22:18, 38527
1331914, 2024-02-01 16:25:41, 38667
1331915, 2024-02-01 16:30:52, 38817
1331916, 2024-02-01 16:35:58, 38922
1331917, 2024-02-01 16:40:48, 39144
1331918, 2024-02-01 16:46:11, 39359
1331919, 2024-02-01 16:50:41, 39654
1331920, 2024-02-01 16:55:44, 39848
1331921, 2024-02-01 17:00:49, 39969
1331922, 2024-02-01 17:06:10, 39854
1331923, 2024-02-01 17:11:56, 39854
1331924, 2024-02-01 17:16:10, 39618
1331925, 2024-02-01 17:21:08, 39763
1331926, 2024-02-01 17:25:49, 40015
1331927, 2024-02-01 17:30:43, 40167
1331928, 2024-02-01 17:36:03, 40347
1331929, 2024-02-01 17:40:51, 40531
1331930, 2024-02-01 17:45:53, 40745
1331931, 2024-02-01 17:50:54, 40842
1331932, 2024-02-01 17:55:44, 40938
1331933, 2024-02-01 18:01:20, 40711
1331934, 2024-02-01 18:05:54, 40654
1331935, 2024-02-01 18:11:45, 40654
1331936, 2024-02-01 18:15:48, 40395
1331937, 2024-02-01 18:20:50, 40240
1331938, 2024-02-01 18:26:07, 40145
1331939, 2024-02-01 18:31:00, 40012
1331940, 2024-02-01 18:35:41, 39892
1331941, 2024-02-01 18:41:07, 39998
1331942, 2024-02-01 18:45:45, 40036
1331943, 2024-02-01 18:50:45, 39947
1331944, 2024-02-01 18:55:54, 39799
1331945, 2024-02-01 19:01:05, 39551
1331946, 2024-02-01 19:06:01, 39209
